"bin.id.strict"	"bin.id.united"	"bin.id.new"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"Confidence"	"ASVs"
"5b95634f050258faf66de15d884c1877"	420	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"s__Bifidobacterium_animalis"	0.834024876	"ASV1293"
"12aa191cef12df9d82909e2b40e3e714"	421	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	"s__Bifidobacterium_pseudolongum"	0.815995802	"ASV1597"
"2857b0cac2a061adbf56f152a160bd00"	422	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA	0.99994888	"ASV640"
"f34d3fcc569b666a6726364ed6ca6cb2"	423	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA	0.999961631	"ASV1106"
"5c172821aa2ed46e802d365444184a06"	424	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA	0.999998149	"ASV1218"
"b04c6ca03a934e9c62d1922c37336e06"	425	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Marmoricola"	NA	0.891143916	"ASV2306"
"31917cd627d787beaa372bfac46a81ac"	426	2886	"37"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	NA	NA	0.886678128	"ASV6472"
"a157ca1f7f51ec81b6b0240351d849a9"	427	2886	"37"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.914066673	"ASV707"
"211761da15b15befdc7b4d406780deb8"	428	2886	"37"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.926897716	"ASV631"
"1b236d8f2c316f9c9ae51b74eab2c14a"	429	2886	"37"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.934436192	"ASV36"
"a831aea42c7640575ab8b04e29a698c5"	430	2886	"37"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.917726014	"ASV71"
"343d459a73c73e6c699132b36f3078a8"	431	2886	"37"	"Bacteria"	"Firmicutes"	"Bacilli"	"Exiguobacterales"	"Exiguobacteraceae"	"Exiguobacterium"	NA	0.992476218	"ASV1220"
"57c99998cf4d5b494a1a418fe5bb68e2"	432	2886	"37"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Erwiniaceae"	"Pantoea"	NA	0.712872616	"ASV1157"
"71483c04fb480cf33ce0d9bb1ae4b30e"	433	2886	"37"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA	0.710084575	"ASV1340"
"a8b746f5b487295352a9695b066f6758"	434	2886	"37"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured"	NA	0.998064582	"ASV3069"
"9456893d11907830277089a9353447b2"	435	2886	"37"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Actinomarinales"	"uncultured"	"uncultured"	"s__uncultured_soil"	0.995218772	"ASV748"
"d96986116f29a41f05bbfbac599b78c1"	436	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	"IMCC26256"	"IMCC26256"	NA	0.901077948	"ASV810"
"7be2e1b8978fece9b8e35c4a2542d47d"	437	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"IMCC26256"	"IMCC26256"	"IMCC26256"	NA	0.844111771	"ASV1223"
"58373a9c2167891f3ac2a51585f46994"	438	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	NA	0.849970329	"ASV1810"
"56f1a09b01fbaef88072d131dd9513d2"	439	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	NA	0.796307002	"ASV1922"
"fe3fc863d0f66765295e109eb59eb274"	440	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA	0.89333781	"ASV1275"
"9bd5019f468d9d388d4c684b9bd69055"	441	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA	0.93081123	"ASV4285"
"c32eb7eb24b91441dfb30bc6245850fb"	442	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA	0.921539944	"ASV2035"
"6e0b41411bf6499a4d0f9b6cc10d341f"	443	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"	NA	0.927051065	"ASV989"
"7a558158e99e82204863d31d58ac412e"	444	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"Ilumatobacter"	NA	0.915586801	"ASV1637"
"fffcc836515e292c48886d4f1e626288"	445	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	NA	0.827565571	"ASV1686"
"3174daa80b1cff9ba6c1943a9ee3cabf"	446	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	NA	0.929861729	"ASV1433"
"9510b5140ea21a78e4872beaf0d63381"	447	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	NA	0.977298476	"ASV1319"
"9436fd2d1e35d888cf2b9a22cc4e6995"	448	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	NA	0.976103934	"ASV3039"
"f70948c7f00a53750edd5dc287fe587d"	449	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	NA	NA	0.999267699	"ASV2222"
"7278ab59718a8bcf4b13e55b8b317b31"	450	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"CL500-29_marine_group"	NA	0.953312816	"ASV2077"
"9473f3fa13beee4cbe2076836e468f72"	451	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"CL500-29_marine_group"	NA	0.963256515	"ASV639"
"c62bc0bd793fcd2a6d751fd3e9a682ef"	452	2400	"18"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	"s__metagenome"	0.899043372	"ASV1641"
"22dbf149b76cd1a159acef67fb672db7"	453	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA	0.982492171	"ASV1149"
"bc1675068ba78a49898dd6050bdf115f"	454	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	NA	0.981042224	"ASV2497"
"3cb1c37f50afcbcf378ed88bc505e830"	455	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	"s__uncultured_Acidimicrobiales"	0.749303838	"ASV712"
"a18eeaaeb7e3e0118d71cc3f85f3da31"	456	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	"s__uncultured_Acidimicrobiales"	0.754915172	"ASV2421"
"e00bf20fb1af066b355ce57dba9b9627"	457	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	NA	0.827533849	"ASV2735"
"7696ac98fede5b271141e06055691ead"	458	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"uncultured"	"uncultured"	NA	0.968615178	"ASV3229"
"2823e2f41d1edf3be12a2ab0dad7eeab"	459	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	"Iamia"	NA	0.710844718	"ASV3258"
"8376166d04a74dca84626d77fa7ba6e4"	460	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	NA	NA	NA	0.910965768	"ASV1718"
"60e02b4db8fdae4b70d7f960039009f7"	461	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	NA	0.737204506	"ASV4299"
"c43d46d799e3f2bc6d9badec70d7fcd7"	462	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	"s__uncultured_soil"	0.780158587	"ASV1840"
"df48b85621bb0e9cacc49a5469402fa4"	463	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	"s__uncultured_Acidimicrobiia"	0.9371599	"ASV1899"
"c22062b5a68734b8bfbcab4564e19e8f"	464	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	NA	NA	NA	NA	0.969883711	"ASV1032"
"aed3fe0c9e10d938b0305b0212a29021"	465	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"uncultured"	"uncultured"	"uncultured"	"s__uncultured_Acidimicrobiia"	0.802874966	"ASV2218"
"2520cdda13e930dc4bc64882bb811838"	466	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	"s__uncultured_organism"	0.920215329	"ASV1132"
"a83ab165597f08b1b46925cd86687cb3"	467	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	"uncultured"	"s__uncultured_organism"	0.989951982	"ASV574"
"91f213e20d9f5aa5d1670926e5ff1a55"	468	2412	"19"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"uncultured"	"uncultured"	NA	0.826398825	"ASV2367"
"5948061f1f916981a868ed912cb09d67"	469	2454	"21"	"Bacteria"	"Actinobacteriota"	"Rubrobacteria"	"Rubrobacterales"	"Rubrobacteriaceae"	"Rubrobacter"	NA	0.999073862	"ASV1456"
"5cbd8c03a09da9f8d433c30310756bd7"	470	2454	"21"	"Bacteria"	"Actinobacteriota"	"Rubrobacteria"	"Rubrobacterales"	"Rubrobacteriaceae"	"Rubrobacter"	NA	0.997954825	"ASV1760"
"e228cf8a691f5b23a71549bdc4ba8c01"	471	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	NA	0.976329508	"ASV3447"
"f18bdf30a9c7edacaa58a9f513a57ab9"	472	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	NA	0.990228238	"ASV1235"
"e8aba679f7b36f73ed61ce1d28d5e549"	473	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	NA	0.992457883	"ASV945"
"34434d1f8e3ee97e63085523d939942e"	474	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	NA	0.998380696	"ASV749"
"dc0edb7d3b78ef795a6f9524fb2c0508"	475	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Quadrisphaera"	"s__Quadrisphaera_granulorum"	0.987648735	"ASV181"
"68e8b5b317d996ad8933749ea4907e8f"	476	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Pseudokineococcus"	NA	0.997969736	"ASV22"
"57510ca66db83a59eaaa0edff42e931c"	477	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Kineosporiales"	"Kineosporiaceae"	"Pseudokineococcus"	NA	0.99549169	"ASV2347"
"4c87843d9f20ecade05bfb56fcb35ae1"	478	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	NA	0.999938844	"ASV487"
"aeb2ad1f2f4059aeedc8aa25f26dd471"	479	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	NA	0.999946435	"ASV512"
"f009644bdc7778b4dd580fb9ac79d2e6"	480	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	NA	0.999810303	"ASV1826"
"cc96e3dc2cd98b176ad81d64c6c4749f"	481	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	NA	0.999982012	"ASV41"
"c10c0abd7472c7e50dbe53b071010a6d"	482	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Frankiaceae"	"Jatrophihabitans"	NA	0.757876901	"ASV808"
"b6327c98d7dceefbf11b4415d1a02dd8"	483	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	NA	0.976734569	"ASV3065"
"894ac0e7502f4d773961ed2aac101892"	484	2431	"20"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	NA	NA	NA	0.813660046	"ASV3596"
"2e92b42ffe6649903c3ebdc28259d91e"	485	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.843812606	"ASV849"
"9654793d84b1a9c373ad66eb30d141c8"	486	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.860303758	"ASV530"
"bfcab97b9953ef5398438ed5fd57072c"	487	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.892464337	"ASV602"
"98ae88e9e7759276993c7e1682301a48"	488	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.882770743	"ASV623"
"adc14148df8aab3d145b191f9391134c"	489	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	NA	NA	0.999468172	"ASV2136"
"83122e12d5d818e2d9a1f563049f7997"	490	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.896849438	"ASV358"
"dbeb4e37d1512b6fba39922e90f1efbe"	491	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.860164411	"ASV721"
"74cdb52742ea11f2e029077adfc7aba0"	492	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.948561238	"ASV242"
"4a4a4dbafb34b00617f73b0bc4373102"	493	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.975213427	"ASV900"
"802a062449d8681b4fd199309a6b50ca"	494	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.973916161	"ASV183"
"1ad9124dec15f08740c9d57c820b810a"	495	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.979381597	"ASV65"
"9805b8661f2afda6431d5bbc7b8e6967"	496	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.980399754	"ASV1270"
"df1bf78114f2bc67d3af6c343a794831"	497	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.980367639	"ASV960"
"0eb64b288bdc51c0feeee7777679f9ac"	498	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.974274098	"ASV825"
"f25846505f4abc5ed52e30cf1b155a52"	499	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.965395585	"ASV1561"
"0e95580fd5b0c4a33ee9c578452fad80"	500	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.874440836	"ASV480"
"c6ee681be6f1b12b7136dacef7b67a2f"	501	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.880568046	"ASV575"
"83431d8bc169d33beeb2a355f71c6127"	502	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.915629679	"ASV1473"
"44f28e0eedc8b1252c7478a10eadb936"	503	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.793443974	"ASV486"
"05d48201e4fb6b15f81851a34be32819"	504	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.812118129	"ASV365"
"4c617c1b4c55a9f067fe4ef61f7227dd"	505	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.831324832	"ASV812"
"00d530c89e907054bcef4a5fe8062bb0"	506	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.975610785	"ASV579"
"ad48d88c61786d2fd317b328ced3fbe9"	507	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.95861449	"ASV1070"
"e00395811943150e62eb250f8f3c49f1"	508	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	NA	0.934757757	"ASV1184"
"72d6accc664b137652c187d0f8733193"	509	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.800823	"ASV2677"
"e60281e3fc34bddd103ed3885bc5a169"	510	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.991978432	"ASV470"
"5702c5fc80905d612247a875dde69e85"	511	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Modestobacter"	NA	0.986450333	"ASV1934"
"af2e9e5f48f5a421ed1477b3011e49ce"	512	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	NA	0.743684456	"ASV1113"
"0be97910a0e32f6111452a3273958492"	513	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	NA	NA	0.999782607	"ASV236"
"24c7acf8f7ac0cd22e9a91279ab47414"	514	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	NA	NA	0.999648372	"ASV284"
"adfc155aeeaff38fc3704e1848e97696"	515	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	NA	0.848897548	"ASV289"
"2fcd4a1384cbdce96d98115c9a694d9d"	516	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	NA	0.811726512	"ASV218"
"32d9f4091363fff63cd26175e3f701e0"	517	2466	"22"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Geodermatophilus"	NA	0.839503664	"ASV381"
"a6bd08bd1dba6d988c422a3dc115561f"	518	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.848849369	"ASV756"
"062964e18d93bf89012188704d392101"	519	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.941671042	"ASV3701"
"2cd52846eecb3c0e9a7c70bce3fa3096"	520	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.856119829	"ASV2447"
"b7e5c2c69d5e9223056cf3e5b16d0b0b"	521	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.934646689	"ASV3208"
"f82fe927a749ad19951327dd6d222805"	522	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.947148599	"ASV1114"
"2097b45d87699238f8dcb661b2567915"	523	2454	"21"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Geodermatophilaceae"	"Blastococcus"	NA	0.852548752	"ASV943"
"9fd09648b4beeddeecd5307f7ac80a77"	524	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	NA	0.988744112	"ASV2237"
"2198496b7d8b8c1b82a445a6cb61f2e4"	525	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"s__uncultured_bacterium"	0.774589255	"ASV867"
"21cef2c0d1192f6e49232cd9c6561d43"	526	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"s__uncultured_bacterium"	0.949254076	"ASV478"
"17ba084b082ca696e1ba036e3303ac9a"	527	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Aeromicrobium"	"s__uncultured_bacterium"	0.874877276	"ASV306"
"98c3b0abf52a0424c47d9421c1be4961"	528	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Kribbella"	NA	0.999397886	"ASV216"
"b34697ef699de28e78ca18fd81c019aa"	529	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"s__Marmoricola_sp."	0.941944575	"ASV3144"
"ccd50788ee765bdcb0fc9c0204ceee43"	530	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	"s__Nocardioides_iriomotensis"	0.700416299	"ASV1829"
"434f82e9aa4ded46ab3f847aba66f201"	531	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA	0.994367599	"ASV1176"
"f8f0df09de9726abe899bf2ec1b1de98"	532	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA	0.981301896	"ASV610"
"f416cbcf95be8c451ccf3d97d23e8136"	533	2507	"24"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Propionibacteriales"	"Nocardioidaceae"	"Nocardioides"	NA	0.930316029	"ASV706"
"24912a7b488c4b19220fb34f8b00b26f"	534	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Cellulomonadaceae"	"Actinotalea"	NA	0.80696437	"ASV566"
"5e09e4dec47fd5edc75c19c50452fdeb"	535	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"uncultured"	NA	0.924374108	"ASV715"
"a12671820316eb02682faee1092911da"	536	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"uncultured"	NA	0.702560661	"ASV714"
"00e4e4edd4eeca2723b6a847b6c2e8e3"	537	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	NA	NA	0.944950355	"ASV1391"
"47aaa4b74755cf28ad677555f6ccb4b8"	538	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.786690269	"ASV718"
"7623ce4dbdb77b2e2a09b24058f2cfdf"	539	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.822349872	"ASV906"
"85e8579e9b0856e8e3af653a083fbb3e"	540	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.889841158	"ASV448"
"ff636963241b4d97e821d59c74499f83"	541	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.825010802	"ASV2635"
"dad768d4e3ee8625f8835337e8fc07a8"	542	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.84877238	"ASV227"
"b6473c562219fd4c6d544fd49ee94f63"	543	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.852231749	"ASV330"
"e512ae2f9bd483f281da56ef45a8186c"	544	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.908443767	"ASV164"
"dda2121cd64c8ad4962bf8201dee4dbe"	545	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.796928934	"ASV206"
"459691bcd5c969b7c769ebfa89cee4e6"	546	2496	"23"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Frankiales"	"uncultured"	"uncultured"	"s__uncultured_bacterium"	0.843144897	"ASV534"
